date,symbol,bias,score,regime,trendStack,longTrend,momentum,macdHistogram,structure,next_close_ret,next_oc_ret
2023-05-16,GLD,neutral,-1,normal,0,1,0,-1,-1,-0.003462,-0.000434
2023-05-17,GLD,neutral,-2,normal,0,1,-1,-1,-1,-0.012973,-0.001428
2023-05-18,GLD,bearish,-3,normal,-1,1,-1,-1,-1,0.009899,0.007627
2023-05-19,GLD,neutral,0,normal,0,1,-1,-1,1,-0.002341,-0.000055
2023-05-22,GLD,neutral,-2,normal,-1,1,-1,-1,0,0.001201,0.003556
2023-05-23,GLD,neutral,-2,normal,-1,1,-1,-1,0,-0.008068,-0.008663
2023-05-24,GLD,bearish,-3,normal,-1,1,-1,-1,-1,-0.009618,-0.005409
2023-05-25,GLD,bearish,-3,normal,-1,1,-1,-1,-1,0.003996,-0.000497
2023-05-26,GLD,neutral,-2,normal,-1,1,-1,-1,0,0.006191,0.001761
2023-05-30,GLD,neutral,-1,normal,-1,1,-1,-1,1,0.001538,-0.000384
2023-05-31,GLD,neutral,-2,normal,-1,1,-1,-1,0,0.007898,0.005197
2023-06-01,GLD,neutral,1,normal,0,1,0,-1,1,-0.014747,-0.013513
2023-06-02,GLD,bearish,-3,normal,-1,1,-1,-1,-1,0.006020,0.007467
2023-06-05,GLD,neutral,-1,normal,-1,1,0,-1,0,0.001098,-0.000110
2023-06-06,GLD,neutral,-1,normal,-1,1,0,-1,0,-0.012011,-0.009838
2023-06-07,GLD,bearish,-3,normal,-1,1,-1,-1,-1,0.013211,0.002912
2023-06-08,GLD,neutral,-2,normal,-2,1,0,-1,0,-0.002685,-0.001755
2023-06-09,GLD,neutral,-2,normal,-2,1,0,-1,0,-0.000879,0.000440
2023-06-12,GLD,neutral,-2,normal,-2,1,0,-1,0,-0.007368,-0.008567
2023-06-13,GLD,bearish,-4,normal,-2,1,-1,-1,-1,0.000554,-0.005779
2023-06-14,GLD,bearish,-3,normal,-2,1,-1,-1,0,0.007031,0.009042
2023-06-15,GLD,neutral,0,normal,-2,1,0,1,0,-0.001539,-0.001649
2023-06-16,GLD,neutral,0,normal,-2,1,0,1,0,-0.010351,-0.001722
2023-06-20,GLD,bearish,-4,normal,-2,1,-1,-1,-1,-0.001446,0.001898
2023-06-21,GLD,bearish,-3,normal,-2,1,-1,-1,0,-0.009917,-0.003644
2023-06-22,GLD,bearish,-4,normal,-2,1,-1,-1,-1,0.002757,-0.007795
2023-06-23,GLD,bearish,-3,normal,-2,1,-1,-1,0,0.001740,-0.003016
2023-06-26,GLD,bearish,-3,normal,-2,1,-1,-1,0,-0.004594,-0.007707
2023-06-27,GLD,bearish,-4,normal,-2,1,-1,-1,-1,-0.002307,0.000282
2023-06-28,GLD,bearish,-4,normal,-2,1,-1,-1,-1,-0.001072,0.007166
