date,symbol,bias,score,regime,trendStack,longTrend,momentum,macdHistogram,structure,next_close_ret,next_oc_ret
2014-06-13,GC=F,neutral,0,quiet,0,-1,0,1,0,0.000942,-0.003829
2014-06-16,GC=F,neutral,1,quiet,0,-1,0,1,1,-0.002510,-0.000864
2014-06-17,GC=F,neutral,0,quiet,0,-1,0,1,0,0.000551,0.001969
2014-06-18,GC=F,neutral,0,quiet,0,-1,0,1,0,0.032458,0.028578
2014-06-19,GC=F,bullish,5,normal,1,1,1,1,1,0.001903,-0.003935
2014-06-20,GC=F,bullish,4,normal,1,1,1,1,0,0.001368,0.004343
2014-06-23,GC=F,bullish,4,normal,1,1,1,1,0,0.002200,0.004029
2014-06-24,GC=F,bullish,5,normal,1,1,1,1,1,0.000984,0.005246
2014-06-25,GC=F,bullish,5,normal,2,1,1,1,0,-0.004614,-0.002652
2014-06-26,GC=F,bullish,5,normal,2,1,1,1,0,0.002203,0.001214
2014-06-27,GC=F,bullish,5,normal,2,1,1,1,0,0.002123,0.004942
2014-06-30,GC=F,bullish,6,normal,2,1,1,1,1,0.003480,-0.000226
2014-07-01,GC=F,bullish,5,normal,2,1,1,1,0,0.003242,0.002939
2014-07-02,GC=F,bullish,5,normal,2,1,1,1,0,-0.007740,-0.005199
2014-07-03,GC=F,bullish,4,normal,2,1,1,1,-1,-0.002954,-0.001668
2014-07-07,GC=F,bullish,5,normal,2,1,1,1,0,-0.000380,-0.001820
2014-07-08,GC=F,bullish,5,normal,2,1,1,1,0,0.005927,-0.000151
2014-07-09,GC=F,bullish,6,normal,2,1,1,1,1,0.011255,0.006163
2014-07-10,GC=F,bullish,6,normal,2,1,1,1,1,-0.001270,-0.000673
2014-07-11,GC=F,bullish,5,normal,2,1,1,1,0,-0.022962,-0.019883
2014-07-14,GC=F,bearish,-3,normal,0,-1,0,-1,-1,-0.007196,-0.008031
2014-07-15,GC=F,bearish,-5,normal,-1,-1,-1,-1,-1,0.002082,0.000924
2014-07-16,GC=F,bearish,-3,normal,-1,-1,0,-1,0,0.013158,0.010437
2014-07-17,GC=F,bullish,3,normal,2,1,0,-1,1,-0.005696,-0.010206
2014-07-18,GC=F,neutral,0,normal,0,1,0,-1,0,0.003437,0.002059
2014-07-21,GC=F,neutral,2,normal,2,1,0,-1,0,-0.005785,0.000000
2014-07-22,GC=F,bearish,-3,normal,0,-1,0,-1,-1,-0.001225,0.000000
